Year,Team,Totals,TD,YDS,AVG,LG,NO,FC,TB,G20+,G40+,FUM,OB,RET,RETY,OSA,OSR
2005,ham,Team Totals,0,415,7.8,24,53,15,,3,0,4,,,,,
2005,ham,Opponents Totals,1,236,8.1,72t,29,15,,,,,,,,,
2005,jac,Team Totals,1,418,9.3,52t,45,13,,7,1,3,,,,,
2005,jac,Opponents Totals,0,144,4.5,15,32,20,,0,0,,,,,,
2005,lind,Team Totals,0,223,7.4,37,30,7,,4,0,5,,,,,
2005,lind,Opponents Totals,1,219,6.6,52t,33,27,,,,,,,,,
2005,was,Team Totals,0,281,8.5,52,33,17,,4,1,4,,,,,
2005,was,Opponents Totals,0,266,7.4,20,36,15,,,0,,,,,,
2005,col,Team Totals,0,293,6.8,52,43,7,,2,2,1,,,,,
2005,col,Opponents Totals,0,179,7.8,47,23,21,,,,,,,,,
2005,tol,Team Totals,0,245,6.3,23,39,17,,1,0,3,,,,,
2005,tol,Opponents Totals,0,244,9.4,52,26,19,,,,,,,,,
2005,ltb,Team Totals,0,206,5.6,34,37,7,,3,0,5,,,,,
2005,ltb,Opponents Totals,0,460,11.8,58,39,16,,,,,,,,,
2005,lmin,Team Totals,1,453,9.2,58,49,16,,3,3,2,,,,,
2005,lmin,Opponents Totals,1,309,8.6,71t,36,15,,,,,,,,,
2005,c-p,Team Totals,0,180,6.0,18,30,28,,0,0,3,,,,,
2005,c-p,Opponents Totals,0,189,4.7,19,40,18,,0,0,,,,,,
2005,chit,Team Totals,0,284,6.3,26,45,21,,3,0,5,,,,,
2005,chit,Opponents Totals,0,250,7.6,32,33,18,,,0,,,,,,
2005,nyj,Team Totals,0,448,8.5,44,53,24,,6,1,6,,,,,
2005,nyj,Opponents Totals,0,310,5.4,25,57,18,,,0,,,,,,
2005,dal,Team Totals,1,417,9.1,73t,46,13,,4,2,11,,,,,
2005,dal,Opponents Totals,1,312,8.0,85t,39,13,,,,,,,,,
2005,latl,Team Totals,1,344,8.4,71t,41,14,,2,1,3,,,,,
2005,latl,Opponents Totals,0,495,11.0,72,45,17,,,,,,,,,
2005,lbuf,Team Totals,0,274,7.6,49,36,13,,3,1,2,,,,,
2005,lbuf,Opponents Totals,2,520,10.4,81t,50,17,,,,,,,,,
2005,stl,Team Totals,1,381,8.5,85t,45,18,,3,1,0,,,,,
2005,stl,Opponents Totals,0,339,6.9,49,49,12,,,,,,,,,
2005,det,Team Totals,0,492,9.6,31,51,18,,5,0,1,,,,,
2005,det,Opponents Totals,0,466,9.5,44,49,26,,,,,,,,,
2005,lac,Team Totals,0,444,10.8,76,41,11,,4,2,1,,,,,
2005,lac,Opponents Totals,0,235,6.5,31,36,20,,,0,,,,,,
2005,ton,Team Totals,0,261,8.4,29,31,23,,4,0,5,,,,,
2005,ton,Opponents Totals,0,238,6.8,28,35,14,,,0,,,,,,
2005,nyb,Team Totals,0,320,7.0,42,46,5,,3,1,2,,,,,
2005,nyb,Opponents Totals,0,260,7.9,23,33,26,,,0,,,,,,
2005,sea,Team Totals,0,177,5.7,24,31,23,,1,0,2,,,,,
2005,sea,Opponents Totals,0,343,8.4,44,41,16,,,,,,,,,
2005,dec,Team Totals,0,175,5.8,17,30,23,,0,0,1,,,,,
2005,dec,Opponents Totals,1,410,10.5,75t,39,14,,,,,,,,,
2005,lne,Team Totals,0,383,7.7,32,50,16,,2,0,1,,,,,
2005,lne,Opponents Totals,1,328,8.4,52t,39,14,,,,,,,,,
2005,lari,Team Totals,1,212,7.6,75t,28,12,,1,1,4,,,,,
2005,lari,Opponents Totals,0,471,7.6,25,62,20,,,0,,,,,,
2006,lkc,Team Totals,0,422,11.7,43,36,14,,5,1,2,,,,,
2006,lkc,Opponents Totals,2,322,11.1,81t,29,15,,,,,,,,,
2006,har,Team Totals,0,243,8.4,38,29,17,,1,0,3,,,,,
2006,har,Opponents Totals,0,205,7.3,18,28,15,,0,0,,,,,,
2006,llarm,Team Totals,1,422,10.8,82t,39,10,,8,1,3,,,,,
2006,llarm,Opponents Totals,0,265,7.4,25,36,20,,,0,,,,,,
2006,min,Team Totals,0,378,9.2,47,41,29,,1,1,3,,,,,
2006,min,Opponents Totals,0,367,7.5,28,49,10,,,0,,,,,,
2006,larm,Team Totals,0,351,7.8,65,45,7,,3,2,2,,,,,
2006,larm,Opponents Totals,0,404,9.2,38,44,16,,,0,,,,,,
2006,bal,Team Totals,0,239,6.6,38,36,14,,1,0,1,,,,,
2006,bal,Opponents Totals,0,236,5.6,53,42,9,,,,,,,,,
2006,lten,Team Totals,1,285,8.4,65t,34,22,,3,1,5,,,,,
2006,lten,Opponents Totals,0,219,5.8,47,38,10,,,,,,,,,
2006,dul,Team Totals,0,371,10.3,81,36,16,,4,2,2,,,,,
2006,dul,Opponents Totals,0,312,7.3,37,43,11,,,0,,,,,,
2006,atl,Team Totals,1,207,9.0,82t,23,15,,1,1,1,,,,,
2006,atl,Opponents Totals,1,327,13.1,87t,25,9,,,,,,,,,
2006,ham,Team Totals,3,467,12.6,90t,37,6,,6,3,4,,,,,
2006,ham,Opponents Totals,0,278,8.4,39,33,24,,,0,,,,,,
2006,jac,Team Totals,0,361,8.0,29,45,22,,2,0,2,,,,,
2006,jac,Opponents Totals,2,343,11.8,82t,29,16,,,,,,,,,
2006,lind,Team Totals,0,242,10.5,58,23,15,,2,2,0,,,,,
2006,lind,Opponents Totals,1,275,7.6,53t,36,24,,,,,,,,,
2006,was,Team Totals,0,382,8.5,50,45,23,,4,1,1,,,,,
2006,was,Opponents Totals,0,216,8.0,81,27,19,,,,,,,,,
2006,col,Team Totals,1,264,8.0,60t,33,7,,4,1,2,,,,,
2006,col,Opponents Totals,0,254,7.9,50,32,19,,,,,,,,,
2006,tol,Team Totals,0,294,9.2,42,32,16,,4,1,3,,,,,
2006,tol,Opponents Totals,0,268,6.9,21,39,16,,,0,,,,,,
2006,ltb,Team Totals,0,216,6.2,35,35,12,,3,0,2,,,,,
2006,ltb,Opponents Totals,0,437,12.9,58,34,10,,,,,,,,,
2006,lmin,Team Totals,0,339,9.4,23,36,20,,3,0,3,,,,,
2006,lmin,Opponents Totals,1,380,9.3,90t,41,13,,,,,,,,,
2006,c-p,Team Totals,1,335,8.4,56t,40,17,,3,1,1,,,,,
2006,c-p,Opponents Totals,0,334,10.8,45,31,12,,,,,,,,,
2006,chit,Team Totals,0,288,8.7,38,33,15,,3,0,2,,,,,
2006,chit,Opponents Totals,0,191,5.8,23,33,13,,,0,,,,,,
2006,nyj,Team Totals,1,342,8.8,87t,39,11,,4,1,1,,,,,
2006,nyj,Opponents Totals,0,319,7.1,33,45,12,,,0,,,,,,
2006,dal,Team Totals,3,607,12.1,84t,50,12,,11,4,7,,,,,
2006,dal,Opponents Totals,0,367,9.7,48,38,14,,,,,,,,,
2006,latl,Team Totals,0,415,7.8,40,53,3,,3,1,0,,,,,
2006,latl,Opponents Totals,1,503,9.1,84t,55,4,,,,,,,,,
2006,lbuf,Team Totals,1,374,9.8,71t,38,9,,4,2,3,,,,,
2006,lbuf,Opponents Totals,1,485,9.7,45t,50,21,,,,,,,,,
2006,stl,Team Totals,0,396,11.3,48,35,18,,7,2,5,,,,,
2006,stl,Opponents Totals,1,267,7.0,56t,38,9,,,,,,,,,
2006,det,Team Totals,1,372,7.3,65t,51,14,,5,1,1,,,,,
2006,det,Opponents Totals,0,279,7.0,31,40,17,,,0,,,,,,
2006,lac,Team Totals,0,225,4.6,24,49,17,,1,0,3,,,,,
2006,lac,Opponents Totals,1,390,6.4,65t,61,17,,,,,,,,,
2006,ton,Team Totals,0,288,7.8,41,37,13,,3,1,0,,,,,
2006,ton,Opponents Totals,0,279,11.2,65,25,21,,,,,,,,,
2006,nyb,Team Totals,0,353,6.5,18,54,9,,0,0,3,,,,,
2006,nyb,Opponents Totals,1,487,9.7,65t,50,16,,,,,,,,,
2006,sea,Team Totals,1,424,8.7,90t,49,16,,3,1,2,,,,,
2006,sea,Opponents Totals,0,343,8.8,40,39,12,,,,,,,,,
2006,dec,Team Totals,0,234,7.8,33,30,20,,3,0,2,,,,,
2006,dec,Opponents Totals,1,247,9.1,90t,27,22,,,,,,,,,
2006,lne,Team Totals,0,237,8.5,60,28,19,,3,1,2,,,,,
2006,lne,Opponents Totals,1,462,13.2,60t,35,19,,,,,,,,,
2006,lari,Team Totals,0,250,10.0,37,25,13,,3,0,4,,,,,
2006,lari,Opponents Totals,1,562,12.8,83t,44,6,,,,,,,,,
2007,lkc,Team Totals,0,311,9.4,35,33,18,,5,0,2,,,,,
2007,lkc,Opponents Totals,0,75,5.4,33,14,8,,,0,,,,,,
2007,har,Team Totals,1,476,15.4,74t,31,4,,8,2,2,,,,,
2007,har,Opponents Totals,0,196,5.3,29,37,16,,,0,,,,,,
2007,llarm,Team Totals,0,183,9.2,33,20,14,,3,0,1,,,,,
2007,llarm,Opponents Totals,0,268,8.4,32,32,13,,,0,,,,,,
2007,min,Team Totals,1,230,9.6,87t,24,15,,2,1,3,,,,,
2007,min,Opponents Totals,0,387,9.9,49,39,7,,,,,,,,,
2007,larm,Team Totals,0,238,6.1,49,39,9,,3,1,4,,,,,
2007,larm,Opponents Totals,1,266,8.6,73t,31,14,,,,,,,,,
2007,bal,Team Totals,1,405,13.5,76t,30,10,,6,2,3,,,,,
2007,bal,Opponents Totals,1,308,9.1,94t,34,8,,,,,,,,,
2007,lten,Team Totals,0,131,4.9,19,27,18,,0,0,0,,,,,
2007,lten,Opponents Totals,1,299,9.1,63t,33,10,,,,,,,,,
2007,dul,Team Totals,2,338,9.7,75t,35,12,,3,2,4,,,,,
2007,dul,Opponents Totals,0,375,9.9,49,38,16,,,,,,,,,
2007,atl,Team Totals,1,280,11.2,90t,25,14,,3,1,0,,,,,
2007,atl,Opponents Totals,1,305,13.9,74,22,13,,,,,,,,,
2007,ham,Team Totals,0,324,10.1,56,32,14,,3,1,4,,,,,
2007,ham,Opponents Totals,0,218,7.8,24,28,4,,,0,,,,,,
2007,jac,Team Totals,0,367,8.7,39,42,16,,4,0,5,,,,,
2007,jac,Opponents Totals,1,274,8.8,80t,31,16,,,,,,,,,
2007,lind,Team Totals,0,287,8.7,74,33,8,,2,1,2,,,,,
2007,lind,Opponents Totals,0,151,7.9,22,19,17,,,0,,,,,,
2007,was,Team Totals,1,281,8.8,45t,32,8,,5,1,2,,,,,
2007,was,Opponents Totals,0,311,10.7,54,29,19,,,,,,,,,
2007,col,Team Totals,1,209,9.1,80t,23,17,,2,1,2,,,,,
2007,col,Opponents Totals,2,334,10.8,75t,31,3,,,,,,,,,
2007,tol,Team Totals,0,302,7.6,22,40,14,,3,0,3,,,,,
2007,tol,Opponents Totals,1,287,5.7,73t,50,19,,,,,,,,,
2007,ltb,Team Totals,0,209,5.5,54,38,16,,2,1,7,,,,,
2007,ltb,Opponents Totals,2,445,11.1,90t,40,12,,,,,,,,,
2007,lmin,Team Totals,0,227,8.7,49,26,21,,2,1,1,,,,,
2007,lmin,Opponents Totals,1,406,11.6,85t,35,9,,,,,,,,,
2007,c-p,Team Totals,0,319,7.4,27,43,18,,3,0,1,,,,,
2007,c-p,Opponents Totals,0,173,6.2,27,28,17,,,0,,,,,,
2007,chit,Team Totals,0,299,7.5,62,40,10,,4,1,3,,,,,
2007,chit,Opponents Totals,0,202,6.3,22,32,15,,,0,,,,,,
2007,nyj,Team Totals,0,340,8.1,64,42,12,,3,1,6,,,,,
2007,nyj,Opponents Totals,1,409,11.4,87t,36,14,,,,,,,,,
2007,dal,Team Totals,2,492,10.3,94t,48,5,,5,2,2,,,,,
2007,dal,Opponents Totals,0,113,5.9,26,19,14,,,0,,,,,,
2007,latl,Team Totals,0,242,8.3,42,29,19,,1,1,1,,,,,
2007,latl,Opponents Totals,1,440,10.2,89,43,6,,,,,,,,,
2007,lbuf,Team Totals,0,148,8.2,18,18,20,,0,0,1,,,,,
2007,lbuf,Opponents Totals,0,434,12.1,62,36,9,,,,,,,,,
2007,stl,Team Totals,4,651,14.8,89t,44,6,,10,4,6,,,,,
2007,stl,Opponents Totals,0,236,5.9,25,40,19,,,0,,,,,,
2007,det,Team Totals,0,334,6.7,35,50,13,,4,0,2,,,,,
2007,det,Opponents Totals,0,280,7.4,56,38,11,,,,,,,,,
2007,lac,Team Totals,0,269,8.4,34,32,19,,3,0,2,,,,,
2007,lac,Opponents Totals,1,579,10.5,94t,55,16,,,,,,,,,
2007,ton,Team Totals,0,197,8.2,48,24,16,,2,1,3,,,,,
2007,ton,Opponents Totals,1,335,9.6,64t,35,11,,,,,,,,,
2007,nyb,Team Totals,0,228,6.3,23,36,18,,2,0,1,,,,,
2007,nyb,Opponents Totals,0,307,7.5,48,41,31,,,,,,,,,
2007,sea,Team Totals,1,658,11.3,94t,58,8,,9,2,2,,,,,
2007,sea,Opponents Totals,0,362,9.8,64,37,15,,,,,,,,,
2007,dec,Team Totals,1,395,9.4,73t,42,6,,3,2,0,,,,,
2007,dec,Opponents Totals,1,496,13.1,75t,38,15,,,,,,,,,
2007,lne,Team Totals,0,483,8.6,51,56,9,,6,3,3,,,,,
2007,lne,Opponents Totals,1,402,7.6,76t,53,16,,,,,,,,,
2007,lari,Team Totals,1,357,11.9,85t,30,14,,4,1,4,,,,,
2007,lari,Opponents Totals,0,437,9.1,37,48,8,,,0,,,,,,
2008,lkc,Team Totals,0,285,10.2,27,28,11,,3,0,2,,,,,
2008,lkc,Opponents Totals,2,485,13.1,93t,37,15,,,,,,,,,
2008,har,Team Totals,0,371,10.3,44,36,16,,3,1,0,,,,,
2008,har,Opponents Totals,0,158,14.4,30,11,13,,,0,,,,,,
2008,llarm,Team Totals,0,303,10.4,37,29,9,,4,0,1,,,,,
2008,llarm,Opponents Totals,0,288,9.9,56,29,13,,,,,,,,,
2008,min,Team Totals,1,464,15.5,63t,30,10,,9,2,3,,,,,
2008,min,Opponents Totals,0,187,10.4,21,18,12,,,0,,,,,,
2008,larm,Team Totals,0,247,6.0,35,41,19,,3,0,4,,,,,
2008,larm,Opponents Totals,0,247,6.2,46,40,17,,,,,,,,,
2008,bal,Team Totals,0,378,8.6,46,44,20,,6,2,3,,,,,
2008,bal,Opponents Totals,0,245,6.4,33,38,12,,,0,,,,,,
2008,lten,Team Totals,0,253,7.9,34,32,7,,2,0,0,,,,,
2008,lten,Opponents Totals,1,436,9.1,73t,48,22,,,,,,,,,
2008,dul,Team Totals,0,251,8.4,32,30,7,,1,0,0,,,,,
2008,dul,Opponents Totals,0,235,7.3,44,32,7,,,,,,,,,
2008,atl,Team Totals,0,329,9.7,44,34,21,,5,1,2,,,,,
2008,atl,Opponents Totals,0,290,9.1,34,32,20,,,0,,,,,,
2008,ham,Team Totals,0,132,6.0,25,22,13,,1,0,4,,,,,
2008,ham,Opponents Totals,0,249,9.2,39,27,11,,,0,,,,,,
2008,jac,Team Totals,2,386,12.1,73t,32,17,,6,2,4,,,,,
2008,jac,Opponents Totals,1,235,11.2,80t,21,14,,,,,,,,,
2008,lind,Team Totals,0,275,9.5,38,29,17,,4,0,2,,,,,
2008,lind,Opponents Totals,0,269,8.7,28,31,19,,,0,,,,,,
2008,was,Team Totals,0,269,10.3,43,26,13,,4,1,1,,,,,
2008,was,Opponents Totals,0,146,6.3,32,23,12,,,0,,,,,,
2008,col,Team Totals,0,196,9.8,36,20,10,,4,0,1,,,,,
2008,col,Opponents Totals,1,330,11.8,89t,28,6,,,,,,,,,
2008,tol,Team Totals,3,570,13.0,93t,44,12,,7,3,0,,,,,
2008,tol,Opponents Totals,0,425,9.9,55,43,11,,,,,,,,,
2008,ltb,Team Totals,0,169,6.5,32,26,5,,1,0,0,,,,,
2008,ltb,Opponents Totals,0,307,9.3,37,33,16,,,0,,,,,,
2008,lmin,Team Totals,0,337,8.6,50,39,18,,4,2,2,,,,,
2008,lmin,Opponents Totals,0,140,5.8,21,24,13,,,0,,,,,,
2008,c-p,Team Totals,1,446,8.6,68t,52,16,,3,2,3,,,,,
2008,c-p,Opponents Totals,0,296,7.2,45,41,12,,,,,,,,,
2008,chit,Team Totals,0,238,6.4,33,37,9,,1,0,3,,,,,
2008,chit,Opponents Totals,0,390,10.5,35,37,17,,,0,,,,,,
2008,nyj,Team Totals,1,378,8.4,80t,45,21,,4,1,2,,,,,
2008,nyj,Opponents Totals,2,385,11.7,68t,33,18,,,,,,,,,
2008,dal,Team Totals,1,273,8.0,82t,34,23,,4,1,3,,,,,
2008,dal,Opponents Totals,4,624,14.9,76t,42,8,,,,,,,,,
2008,latl,Team Totals,0,261,6.7,25,39,15,,4,0,3,,,,,
2008,latl,Opponents Totals,0,203,5.6,31,36,27,,,0,,,,,,
2008,lbuf,Team Totals,2,398,10.8,76t,37,11,,5,2,5,,,,,
2008,lbuf,Opponents Totals,0,249,7.5,24,33,9,,,0,,,,,,
2008,stl,Team Totals,0,168,8.0,27,21,13,,2,0,2,,,,,
2008,stl,Opponents Totals,2,414,8.1,80t,51,2,,,,,,,,,
2008,det,Team Totals,0,453,10.8,55,42,20,,5,1,0,,,,,
2008,det,Opponents Totals,1,276,6.7,61t,41,13,,,,,,,,,
2008,lac,Team Totals,1,379,8.8,61t,43,12,,5,1,4,,,,,
2008,lac,Opponents Totals,0,49,2.5,12,20,27,,0,0,,,,,,
2008,ton,Team Totals,1,440,9.4,70t,47,11,,3,2,1,,,,,
2008,ton,Opponents Totals,0,392,10.1,43,39,10,,,,,,,,,
2008,nyb,Team Totals,3,310,11.9,71t,26,17,,4,3,1,,,,,
2008,nyb,Opponents Totals,0,363,10.7,42,34,7,,,,,,,,,
2008,sea,Team Totals,0,237,7.2,25,33,10,,3,0,1,,,,,
2008,sea,Opponents Totals,1,381,13.1,82t,29,13,,,,,,,,,
2008,dec,Team Totals,0,298,10.3,45,29,12,,3,1,1,,,,,
2008,dec,Opponents Totals,0,364,9.3,30,39,11,,,0,,,,,,
2008,lne,Team Totals,0,353,10.1,30,35,17,,5,0,1,,,,,
2008,lne,Opponents Totals,1,444,10.1,63,44,8,,,,,,,,,
2008,lari,Team Totals,0,245,8.4,34,29,10,,3,0,0,,,,,
2008,lari,Opponents Totals,0,590,10.4,60,57,7,,,,,,,,,
2009,lkc,Team Totals,0,432,11.4,69,38,19,,4,2,2,,,,,
2009,lkc,Opponents Totals,0,180,9.0,31,20,16,,,0,,,,,,
2009,har,Team Totals,0,457,9.1,37,50,26,,3,0,2,,,,,
2009,har,Opponents Totals,0,238,8.8,40,27,26,,,,,,,,,
2009,llarm,Team Totals,0,237,7.2,22,33,13,,1,0,4,,,,,
2009,llarm,Opponents Totals,0,369,8.6,31,43,13,,,0,,,,,,
2009,min,Team Totals,0,218,6.6,31,33,18,,4,0,7,,,,,
2009,min,Opponents Totals,0,377,7.7,52,49,12,,,,,,,,,
2009,larm,Team Totals,0,474,11.9,60,40,19,,4,2,2,,,,,
2009,larm,Opponents Totals,0,393,10.1,50,39,15,,,,,,,,,
2009,bal,Team Totals,0,290,7.4,34,39,18,,3,0,3,,,,,
2009,bal,Opponents Totals,1,287,7.6,49t,38,12,,,,,,,,,
2009,lten,Team Totals,0,290,8.1,25,36,25,,3,0,2,,,,,
2009,lten,Opponents Totals,0,325,9.8,55,33,18,,,,,,,,,
2009,dul,Team Totals,1,456,11.7,67t,39,3,,5,3,2,,,,,
2009,dul,Opponents Totals,0,262,6.6,36,40,21,,,0,,,,,,
2009,atl,Team Totals,0,151,5.2,22,29,23,,1,0,2,,,,,
2009,atl,Opponents Totals,0,301,8.4,69,36,15,,,,,,,,,
2009,ham,Team Totals,0,449,10.0,62,45,15,,7,2,2,,,,,
2009,ham,Opponents Totals,0,104,4.3,18,24,24,,0,0,,,,,,
2009,jac,Team Totals,0,220,6.7,18,33,22,,0,0,5,,,,,
2009,jac,Opponents Totals,0,208,7.2,37,29,17,,,0,,,,,,
2009,lind,Team Totals,0,233,8.6,44,27,7,,3,2,3,,,,,
2009,lind,Opponents Totals,0,159,4.2,13,38,15,,0,0,,,,,,
2009,was,Team Totals,1,183,7.0,77t,26,13,,1,1,3,,,,,
2009,was,Opponents Totals,1,265,11.5,71t,23,16,,,,,,,,,
2009,col,Team Totals,1,419,9.5,71t,44,16,,4,1,1,,,,,
2009,col,Opponents Totals,1,363,10.1,77t,36,16,,,,,,,,,
2009,tol,Team Totals,0,177,4.9,19,36,23,,0,0,6,,,,,
2009,tol,Opponents Totals,0,459,7.3,27,63,13,,,0,,,,,,
2009,ltb,Team Totals,0,209,6.5,19,32,24,,0,0,5,,,,,
2009,ltb,Opponents Totals,0,285,7.1,44,40,24,,,,,,,,,
2009,lmin,Team Totals,2,426,10.9,82t,39,23,,6,2,5,,,,,
2009,lmin,Opponents Totals,1,314,8.3,79t,38,23,,,,,,,,,
2009,c-p,Team Totals,2,471,13.5,85t,35,19,,8,3,1,,,,,
2009,c-p,Opponents Totals,0,229,5.9,26,39,15,,,0,,,,,,
2009,chit,Team Totals,1,393,10.9,79t,36,18,,4,1,2,,,,,
2009,chit,Opponents Totals,1,258,9.2,72t,28,14,,,,,,,,,
2009,nyj,Team Totals,0,152,4.8,43,32,22,,1,1,6,,,,,
2009,nyj,Opponents Totals,0,220,6.9,29,32,26,,,0,,,,,,
2009,dal,Team Totals,0,455,11.4,36,40,18,,5,0,3,,,,,
2009,dal,Opponents Totals,1,260,7.9,67t,33,13,,,,,,,,,
2009,latl,Team Totals,0,236,6.9,45,34,12,,2,1,2,,,,,
2009,latl,Opponents Totals,0,403,10.1,60,40,7,,,,,,,,,
2009,lbuf,Team Totals,1,330,8.5,49t,39,7,,6,1,3,,,,,
2009,lbuf,Opponents Totals,0,272,8.0,53,34,14,,,,,,,,,
2009,stl,Team Totals,0,233,8.3,43,28,15,,1,1,3,,,,,
2009,stl,Opponents Totals,0,354,8.6,45,41,14,,,,,,,,,
2009,det,Team Totals,0,152,4.6,23,33,17,,2,0,2,,,,,
2009,det,Opponents Totals,1,358,14.3,77t,25,13,,,,,,,,,
2009,lac,Team Totals,0,270,10.0,28,27,14,,3,0,1,,,,,
2009,lac,Opponents Totals,1,289,10.7,73t,27,18,,,,,,,,,
2009,ton,Team Totals,0,282,8.3,37,34,11,,4,0,4,,,,,
2009,ton,Opponents Totals,1,452,11.0,85t,41,18,,,,,,,,,
2009,nyb,Team Totals,1,462,11.6,77t,40,10,,4,1,1,,,,,
2009,nyb,Opponents Totals,0,311,8.2,34,38,17,,,0,,,,,,
2009,sea,Team Totals,0,308,6.8,64,45,13,,4,1,4,,,,,
2009,sea,Opponents Totals,0,493,10.5,62,47,14,,,,,,,,,
2009,dec,Team Totals,0,216,4.4,18,49,13,,0,0,8,,,,,
2009,dec,Opponents Totals,0,495,8.7,56,57,14,,,,,,,,,
2009,lne,Team Totals,0,346,7.5,29,46,12,,4,0,2,,,,,
2009,lne,Opponents Totals,1,479,11.1,82t,43,17,,,,,,,,,
2009,lari,Team Totals,0,395,10.7,56,37,14,,6,1,5,,,,,
2009,lari,Opponents Totals,0,260,6.3,29,41,12,,,0,,,,,,
2010,lkc,Team Totals,1,361,13.4,94t,27,14,,5,2,2,,,,,
2010,lkc,Opponents Totals,0,179,7.2,18,25,14,,0,0,,,,,,
2010,har,Team Totals,0,529,9.4,32,56,25,,5,0,3,,,,,
2010,har,Opponents Totals,0,299,11.1,38,27,27,,,0,,,,,,
2010,llarm,Team Totals,0,293,10.5,47,28,22,,2,1,4,,,,,
2010,llarm,Opponents Totals,1,454,10.6,94t,43,15,,,,,,,,,
2010,min,Team Totals,0,336,10.5,34,32,18,,8,0,4,,,,,
2010,min,Opponents Totals,0,299,9.3,25,32,17,,,0,,,,,,
2010,larm,Team Totals,0,226,6.1,38,37,19,,3,0,3,,,,,
2010,larm,Opponents Totals,0,294,9.2,38,32,25,,,0,,,,,,
2010,bal,Team Totals,0,319,7.4,35,43,26,,4,0,3,,,,,
2010,bal,Opponents Totals,0,275,8.1,32,34,22,,,0,,,,,,
2010,lten,Team Totals,0,235,10.7,69,22,11,,1,1,4,,,,,
2010,lten,Opponents Totals,0,285,7.1,33,40,13,,,0,,,,,,
2010,dul,Team Totals,0,258,7.2,27,36,21,,2,0,1,,,,,
2010,dul,Opponents Totals,0,124,4.8,20,26,14,,,0,,,,,,
2010,atl,Team Totals,0,214,6.9,18,31,24,,0,0,3,,,,,
2010,atl,Opponents Totals,1,299,10.7,78t,28,22,,,,,,,,,
2010,ham,Team Totals,1,359,10.0,78t,36,8,,5,3,3,,,,,
2010,ham,Opponents Totals,0,123,6.5,13,19,15,,0,0,,,,,,
2010,jac,Team Totals,0,235,6.7,39,35,16,,1,0,0,,,,,
2010,jac,Opponents Totals,0,233,8.0,30,29,14,,,0,,,,,,
2010,lind,Team Totals,1,329,12.2,87t,27,17,,4,1,1,,,,,
2010,lind,Opponents Totals,0,214,6.1,29,35,18,,,0,,,,,,
2010,was,Team Totals,1,524,10.1,94t,52,9,,6,1,2,,,,,
2010,was,Opponents Totals,0,371,8.8,49,42,20,,,,,,,,,
2010,col,Team Totals,0,420,10.5,62,40,19,,3,2,1,,,,,
2010,col,Opponents Totals,1,528,18.9,94t,28,7,,,,,,,,,
2010,tol,Team Totals,0,386,7.0,53,55,11,,3,2,2,,,,,
2010,tol,Opponents Totals,0,400,8.7,47,46,11,,,,,,,,,
2010,ltb,Team Totals,0,323,10.4,33,31,15,,3,0,4,,,,,
2010,ltb,Opponents Totals,0,550,11.0,63,50,17,,,,,,,,,
2010,lmin,Team Totals,1,404,10.6,65t,38,19,,4,2,3,,,,,
2010,lmin,Opponents Totals,0,309,9.1,53,34,21,,,,,,,,,
2010,c-p,Team Totals,0,263,6.1,22,43,13,,3,0,4,,,,,
2010,c-p,Opponents Totals,2,535,14.9,93t,36,7,,,,,,,,,
2010,chit,Team Totals,3,382,15.9,97t,24,14,,5,3,5,,,,,
2010,chit,Opponents Totals,0,205,6.2,16,33,7,,0,0,,,,,,
2010,nyj,Team Totals,0,432,10.8,53,40,13,,6,1,2,,,,,
2010,nyj,Opponents Totals,1,568,12.6,87t,45,17,,,,,,,,,
2010,dal,Team Totals,3,564,17.1,89t,33,10,,9,5,0,,,,,
2010,dal,Opponents Totals,1,303,7.8,62t,39,10,,,,,,,,,
2010,latl,Team Totals,0,325,7.9,52,41,19,,3,2,2,,,,,
2010,latl,Opponents Totals,1,341,11.0,62t,31,18,,,,,,,,,
2010,lbuf,Team Totals,0,362,12.1,71,30,21,,4,1,2,,,,,
2010,lbuf,Opponents Totals,1,733,13.6,97t,54,17,,,,,,,,,
2010,stl,Team Totals,0,361,8.6,52,42,22,,4,1,2,,,,,
2010,stl,Opponents Totals,1,241,7.5,64t,32,22,,,,,,,,,
2010,det,Team Totals,1,230,12.1,55t,19,19,,1,1,1,,,,,
2010,det,Opponents Totals,0,241,8.6,72,28,24,,,,,,,,,
2010,lac,Team Totals,0,210,7.8,72,27,18,,2,2,3,,,,,
2010,lac,Opponents Totals,0,310,11.9,69,26,10,,,,,,,,,
2010,ton,Team Totals,0,193,6.4,23,30,16,,2,0,3,,,,,
2010,ton,Opponents Totals,0,232,7.3,37,32,17,,,0,,,,,,
2010,nyb,Team Totals,0,373,9.6,37,39,6,,7,0,4,,,,,
2010,nyb,Opponents Totals,1,488,9.0,84,54,16,,,,,,,,,
2010,sea,Team Totals,0,468,11.1,84,42,14,,6,4,3,,,,,
2010,sea,Opponents Totals,1,327,9.3,89t,35,23,,,,,,,,,
2010,dec,Team Totals,0,452,11.3,42,40,19,,7,2,0,,,,,
2010,dec,Opponents Totals,1,435,9.7,78t,45,21,,,,,,,,,
2010,lne,Team Totals,1,366,11.8,78t,31,25,,4,2,2,,,,,
2010,lne,Opponents Totals,0,483,8.9,43,54,12,,,,,,,,,
2010,lari,Team Totals,0,294,7.0,25,42,8,,2,0,5,,,,,
