Year,Team,Totals,TD,YDS,AVG,LG,NO,FC,TB,G20+,G40+,FUM,OB,RET,RETY,OSA,OSR
2010,lari,Opponents Totals,0,458,13.1,48,35,20,,,,,,,,,
2011,lkc,Team Totals,1,389,10.2,72t,38,13,,2,1,4,,,,,
2011,lkc,Opponents Totals,0,220,8.5,26,26,18,,,0,,,,,,
2011,har,Team Totals,0,426,9.7,53,44,21,,5,1,6,,,,,
2011,har,Opponents Totals,0,241,7.5,25,32,31,,,0,,,,,,
2011,llarm,Team Totals,0,526,11.4,25,46,24,,5,0,3,,,,,
2011,llarm,Opponents Totals,0,463,9.9,45,47,10,,,,,,,,,
2011,min,Team Totals,1,329,12.7,80t,26,21,,4,2,1,,,,,
2011,min,Opponents Totals,0,494,11.5,26,43,8,,,0,,,,,,
2011,larm,Team Totals,1,345,9.6,68t,36,27,,4,1,3,,,,,
2011,larm,Opponents Totals,2,392,11.9,84t,33,11,,,,,,,,,
2011,bal,Team Totals,1,347,10.5,60t,33,26,,6,2,0,,,,,
2011,bal,Opponents Totals,0,245,8.4,20,29,13,,,0,,,,,,
2011,lten,Team Totals,1,610,11.5,63,53,18,,6,3,1,,,,,
2011,lten,Opponents Totals,1,273,7.2,60t,38,26,,,,,,,,,
2011,dul,Team Totals,1,423,11.1,84t,38,9,,6,2,4,,,,,
2011,dul,Opponents Totals,1,303,11.7,68t,26,28,,,,,,,,,
2011,atl,Team Totals,1,529,10.4,79t,51,11,,7,5,0,,,,,
2011,atl,Opponents Totals,0,307,9.6,33,32,20,,,0,,,,,,
2011,ham,Team Totals,1,490,10.4,79t,47,18,,7,1,1,,,,,
2011,ham,Opponents Totals,0,221,6.1,30,36,23,,,0,,,,,,
2011,jac,Team Totals,0,148,4.4,28,34,19,,2,0,1,,,,,
2011,jac,Opponents Totals,0,333,6.9,42,48,17,,,,,,,,,
2011,lind,Team Totals,0,108,3.4,21,32,23,,2,0,0,,,,,
2011,lind,Opponents Totals,1,550,11.5,79t,48,18,,,,,,,,,
2011,was,Team Totals,2,596,12.7,90t,47,19,,6,2,4,,,,,
2011,was,Opponents Totals,1,585,11.5,80t,51,27,,,,,,,,,
2011,col,Team Totals,0,264,8.5,31,31,12,,2,0,1,,,,,
2011,col,Opponents Totals,0, 329,13.2,37,25,12,,,0,,,,,,
2011,tol,Team Totals,0,264,8.3,34,32,9,,3,0,1,,,,,
2011,tol,Opponents Totals,0,593,13.5,90t,44,8,,,,,,,,,
2011,ltb,Team Totals,0,475,11.9,37,40,10,,6,0,2,,,,,
2011,ltb,Opponents Totals,1,411,11.4,72t,36,26,,,,,,,,,
2011,lmin,Team Totals,0,171,6.1,18,28,21,,0,0,3,,,,,
2011,lmin,Opponents Totals,0,407,9.9,51,41,15,,,,,,,,,
2011,c-p,Team Totals,0,212,7.1,51,30,28,,3,1,4,,,,,
2011,c-p,Opponents Totals,0,176,5.7,25,31,16,,,0,,,,,,
2011,chit,Team Totals,0,293,7.1,25,41,14,,3,0,2,,,,,
2011,chit,Opponents Totals,0,278,9.3,55,30,17,,,,,,,,,
2011,nyj,Team Totals,0,328,8.9,55,37,9,,8,1,5,,,,,
2011,nyj,Opponents Totals,0,250,7.8,30,32,21,,,0,,,,,,
2011,dal,Team Totals,1,295,10.9,80t,27,19,,3,3,2,,,,,
2011,dal,Opponents Totals,1,305,12.7,72t,24,10,,,,,,,,,
2011,latl,Team Totals,0,301,7.9,28,38,28,,2,0,5,,,,,
2011,latl,Opponents Totals,1,484,13.4,82t,36,13,,,,,,,,,
2011,lbuf,Team Totals,2,470,15.7,82t,30,16,,9,3,4,,,,,
2011,lbuf,Opponents Totals,0,223,5.4,36,41,27,,,0,,,,,,
2011,stl,Team Totals,0,277,8.4,53,33,20,,3,1,0,,,,,
2011,stl,Opponents Totals,1,532,12.4,80t,43,19,,,,,,,,,
2011,det,Team Totals,1,294,10.1,72t,29,19,,5,1,0,,,,,
2011,det,Opponents Totals,0,118,6.2,14,19,10,,0,0,,,,,,
2011,lac,Team Totals,0,315,9.5,42,33,19,,2,1,1,,,,,
2011,lac,Opponents Totals,0,150,4.8,33,31,24,,,0,,,,,,
2011,ton,Team Totals,0,176,5.5,17,32,9,,0,0,0,,,,,
2011,ton,Opponents Totals,3,466,13.3,89t,35,15,,,,,,,,,
2011,nyb,Team Totals,0,231,8.0,34,29,14,,3,0,6,,,,,
2011,nyb,Opponents Totals,0,266,7.4,55,36,14,,,,,,,,,
2011,sea,Team Totals,1,544,12.4,55t,44,23,,10,3,1,,,,,
2011,sea,Opponents Totals,0,315,8.1,24,39,17,,,0,,,,,,
2011,dec,Team Totals,4,696,15.1,99t,46,22,,8,5,3,,,,,
2011,dec,Opponents Totals,1,610,12.2,88t,50,20,,,,,,,,,
2011,lne,Team Totals,0,464,11.0,37,42,16,,7,0,2,,,,,
2011,lne,Opponents Totals,2,541,11.5,63,47,20,,,,,,,,,
2011,lari,Team Totals,1,297,11.0,88t,27,25,,3,1,4,,,,,
2011,lari,Opponents Totals,2,552,12.3,99t,45,28,,,,,,,,,
2012,lkc,Team Totals,0,7121,63.6,,112,,52,,,,0,60,1229,1,0
2012,lkc,Team Totals,1,4686,62.5,,75,,35,,,,0,38,807,2,0
2012,har,Team Totals,1,4545,64.0,,71,,34,,,,0,35,868,2,1
2012,har,Team Totals,1,4842,64.6,,75,,34,,,,0,40,1082,1,0
2012,llarm,Team Totals,1,4336,62.8,,69,,12,,,,1,54,1184,2,0
2012,llarm,Team Totals,1,5045,63.1,,80,,27,,,,0,50,1308,3,1
2012,min,Team Totals,1,4493,61.5,,73,,20,,,,0,51,1144,2,0
2012,min,Team Totals,1,5769,63.4,,91,,49,,,,0,42,1136,0,0
2012,larm,Team Totals,0,5671,63.7,,89,,49,,,,0,37,859,3,0
2012,larm,Team Totals,2,5426,63.8,,85,,23,,,,1,60,1636,2,1
2012,bal,Team Totals,1,5727,65.1,,88,,27,,,,0,60,1468,1,0
2012,bal,Team Totals,0,4666,63.1,,74,,29,,,,1,41,928,3,0
2012,lten,Team Totals,0,4746,63.3,,75,,29,,,,0,46,1103,0,0
2012,lten,Team Totals,0,4623,63.3,,73,,27,,,,2,43,1086,1,0
2012,dul,Team Totals,0,4855,63.1,,77,,30,,,,1,43,853,2,0
2012,dul,Team Totals,0,4801,62.4,,77,,25,,,,2,50,1269,2,0
2012,atl,Team Totals,2,5690,61.8,,92,,28,,,,0,62,1595,2,0
2012,atl,Team Totals,0,4923,63.9,,77,,31,,,,0,44,953,2,0
2012,ham,Team Totals,0,5213,66.0,,79,,45,,,,0,34,841,0,0
2012,ham,Team Totals,1,5851,64.3,,91,,48,,,,0,43,957,0,0
2012,jac,Team Totals,1,4624,62.5,,74,,37,,,,2,33,860,3,0
2012,jac,Team Totals,1,6294,63.6,,99,,33,,,,1,63,1489,2,1
2012,lind,Team Totals,0,4395,63.7,,69,,26,,,,1,39,1009,3,1
2012,lind,Team Totals,0,6299,64.3,,98,,45,,,,0,53,1114,0,0
2012,was,Team Totals,0,6314,63.8,,99,,65,,,,0,34,751,0,0
2012,was,Team Totals,1,4254,59.1,,72,,36,,,,0,28,646,8,1
2012,col,Team Totals,0,4983,63.9,,78,,30,,,,1,45,1017,2,1
2012,col,Team Totals,1,4800,63.2,,76,,34,,,,0,40,957,3,0
2012,tol,Team Totals,2,4473,61.3,,73,,38,,,,2,30,868,7,0
2012,tol,Team Totals,0,6056,63.7,,95,,51,,,,0,42,935,2,1
2012,ltb,Team Totals,0,3635,62.7,,58,,27,,,,2,27,690,2,0
2012,ltb,Team Totals,0,6232,64.9,,96,,46,,,,1,49,1059,0,0
2012,lmin,Team Totals,0,5731,63.0,,91,,33,,,,1,55,1264,2,0
2012,lmin,Team Totals,0,5772,67.1,,86,,48,,,,0,38,892,1,0
2012,c-p,Team Totals,0,6010,63.9,,94,,24,,,,0,70,1662,1,0
2012,c-p,Team Totals,1,4992,63.2,,79,,14,,,,0,63,1648,3,1
2012,chit,Team Totals,1,5124,61.0,,84,,30,,,,1,50,1102,5,1
2012,chit,Team Totals,0,5641,64.1,,88,,49,,,,0,36,741,3,0
2012,nyj,Team Totals,0,4405,62.9,,70,,26,,,,0,41,1012,3,1
2012,nyj,Team Totals,0,5757,62.6,,92,,32,,,,0,60,1259,0,0
2012,dal,Team Totals,0,5531,62.9,,88,,35,,,,1,51,1193,1,1
2012,dal,Team Totals,0,4845,63.8,,76,,28,,,,3,43,1074,2,0
2012,latl,Team Totals,0,5633,65.5,,86,,53,,,,0,33,795,0,0
2012,latl,Team Totals,1,4960,62.0,,80,,32,,,,2,44,1171,3,0
2012,lbuf,Team Totals,0,5596,65.1,,86,,49,,,,0,37,767,1,0
2012,lbuf,Team Totals,0,3704,57.0,,65,,13,,,,0,47,929,5,0
2012,stl,Team Totals,2,5321,61.2,,87,,30,,,,2,52,1213,2,1
2012,stl,Team Totals,0,6012,63.3,,95,,60,,,,0,34,681,1,0
2012,det,Team Totals,0,6094,64.8,,94,,45,,,,0,48,1065,1,0
2012,det,Team Totals,0,4724,64.7,,73,,46,,,,0,27,640,0,0
2012,lac,Team Totals,0,4776,62.0,,77,,37,,,,0,39,739,1,0
2012,lac,Team Totals,0,5306,62.4,,85,,40,,,,1,39,867,4,0
2012,ton,Team Totals,1,5756,62.6,,92,,45,,,,1,42,1049,3,0
2012,ton,Team Totals,0,6461,68.7,,94,,42,,,,0,51,1266,2,0
2012,nyb,Team Totals,0,5593,64.3,,87,,58,,,,0,27,680,2,0
2012,nyb,Team Totals,0,5270,63.5,,83,,50,,,,1,31,630,2,0
2012,sea,Team Totals,0,5757,65.4,,88,,40,,,,0,48,1289,0,0
2012,sea,Team Totals,0,4120,63.4,,65,,15,,,,0,49,1216,2,0
2012,dec,Team Totals,0,5689,64.6,,88,,36,,,,0,50,1147,2,0
2012,dec,Team Totals,1,4150,68.0,,61,,31,,,,1,29,787,0,0
2012,lne,Team Totals,0,4397,64.7,,68,,37,,,,0,30,730,1,0
2012,lne,Team Totals,0,5303,63.1,,84,,43,,,,0,38,799,3,1
2012,lari,Team Totals,0,3990,62.3,,64,,29,,,,0,32,846,3,0
2012,lari,Team Totals,0,5236,65.5,,80,,40,,,,0,40,930,0,0
2013,lkc,Team Totals,0,6350,64.1,,99,,65,,,,1,32,664,1,1
2013,lkc,Team Totals,0,4832,62.8,,77,,35,,,,0,39,935,3,1
2013,har,Team Totals,0,4582,62.8,,73,,30,,,,0,42,938,1,0
2013,har,Team Totals,0,5769,63.4,,91,,44,,,,1,45,1021,1,0
2013,llarm,Team Totals,0,4836,64.5,,75,,38,,,,1,36,826,0,0
2013,llarm,Team Totals,0,5377,64.8,,83,,40,,,,1,42,893,0,0
2013,min,Team Totals,0,5286,63.7,,83,,34,,,,0,48,1122,1,0
2013,min,Team Totals,0,5523,65.0,,85,,61,,,,1,23,469,0,0
2013,larm,Team Totals,0,5467,63.6,,86,,32,,,,1,52,1219,1,0
2013,larm,Team Totals,0,4697,63.5,,74,,32,,,,0,39,980,2,0
2013,bal,Team Totals,0,5189,60.3,,86,,24,,,,3,55,1233,3,0
2013,bal,Team Totals,0,5298,61.6,,86,,39,,,,1,43,962,3,0
2013,lten,Team Totals,0,5149,62.8,,82,,42,,,,1,38,873,1,0
2013,lten,Team Totals,1,5042,63.0,,80,,33,,,,2,44,1163,1,0
2013,dul,Team Totals,0,4498,61.6,,73,,42,,,,0,27,612,5,0
2013,dul,Team Totals,0,5517,63.4,,87,,44,,,,1,40,931,2,1
2013,atl,Team Totals,0,5692,64.7,,88,,41,,,,2,43,1085,2,0
2013,atl,Team Totals,0,5009,65.1,,77,,32,,,,0,43,1011,2,0
2013,ham,Team Totals,0,5080,61.2,,83,,32,,,,1,45,1099,5,1
2013,ham,Team Totals,0,5436,64.7,,84,,38,,,,1,44,1096,1,0
2013,jac,Team Totals,0,4077,64.7,,63,,36,,,,1,25,509,1,0
2013,jac,Team Totals,0,6190,64.5,,96,,52,,,,2,41,1060,1,0
2013,lind,Team Totals,0,4899,72.0,,68,,29,,,,0,39,1004,0,0
2013,lind,Team Totals,0,6186,66.5,,93,,40,,,,2,51,1257,0,0
2013,was,Team Totals,1,7410,64.4,,115,,81,,,,1,32,936,2,0
2013,was,Team Totals,1,5341,62.8,,85,,42,,,,2,39,974,3,0
2013,col,Team Totals,0,6001,65.2,,92,,47,,,,2,43,1048,0,0
2013,col,Team Totals,2,4604,64.8,,71,,27,,,,0,44,1316,0,0
2013,tol,Team Totals,0,6057,65.8,,92,,18,,,,1,73,1797,0,0
2013,tol,Team Totals,0,4913,63.8,,77,,42,,,,2,32,707,1,0
2013,ltb,Team Totals,0,4363,59.0,,74,,38,,,,1,30,613,5,0
2013,ltb,Team Totals,0,6116,64.4,,95,,38,,,,1,54,1201,2,0
2013,lmin,Team Totals,2,5583,62.0,,90,,37,,,,0,52,1229,2,0
2013,lmin,Team Totals,0,5334,61.3,,87,,48,,,,0,37,790,2,0
2013,c-p,Team Totals,0,5815,62.5,,93,,52,,,,0,38,791,2,1
2013,c-p,Team Totals,0,5564,62.5,,89,,40,,,,1,45,1147,2,0
2013,chit,Team Totals,0,4424,62.3,,71,,35,,,,0,33,721,2,0
2013,chit,Team Totals,0,5361,63.1,,85,,40,,,,1,44,933,1,0
2013,nyj,Team Totals,1,4324,60.1,,72,,22,,,,0,47,1048,3,0
2013,nyj,Team Totals,0,6196,63.9,,97,,45,,,,1,51,1018,0,0
2013,dal,Team Totals,1,5847,62.9,,93,,30,,,,1,61,1583,1,1
2013,dal,Team Totals,0,5595,61.5,,91,,45,,,,3,39,791,4,0
2013,latl,Team Totals,1,5288,58.8,,90,,38,,,,1,47,883,4,0
2013,latl,Team Totals,0,6133,61.3,,100,,27,,,,0,70,1614,2,1
2013,lbuf,Team Totals,0,5439,64.8,,84,,45,,,,3,35,924,1,0
2013,lbuf,Team Totals,1,5567,62.6,,89,,51,,,,0,34,816,4,0
2013,stl,Team Totals,1,5526,62.8,,88,,44,,,,1,41,1113,2,0
2013,stl,Team Totals,2,5855,59.7,,98,,30,,,,1,66,1646,1,0
2013,det,Team Totals,0,5305,64.7,,82,,63,,,,0,18,407,1,0
2013,det,Team Totals,0,4384,65.4,,67,,36,,,,0,28,612,3,2
2013,lac,Team Totals,0,5572,64.0,,87,,52,,,,0,33,830,2,2
2013,lac,Team Totals,0,4541,62.2,,73,,47,,,,0,22,506,4,2
2013,ton,Team Totals,0,4836,61.2,,79,,50,,,,0,23,571,6,3
2013,ton,Team Totals,0,6054,63.7,,95,,65,,,,0,27,659,3,1
2013,nyb,Team Totals,0,4294,62.2,,69,,41,,,,1,24,452,4,2
2013,nyb,Team Totals,0,5630,64.0,,88,,51,,,,0,34,811,2,0
2013,sea,Team Totals,0,6127,65.2,,94,,48,,,,1,44,1056,0,0
2013,sea,Team Totals,0,4046,62.2,,65,,31,,,,0,33,698,1,0
2013,dec,Team Totals,0,5949,64.7,,92,,38,,,,0,54,1104,0,0
2013,dec,Team Totals,0,4236,65.2,,65,,30,,,,1,32,726,3,1
2013,lne,Team Totals,0,5680,65.3,,87,,33,,,,0,54,1298,0,0
2013,lne,Team Totals,0,4703,61.9,,76,,45,,,,0,27,540,4,2
2013,lari,Team Totals,0,5201,64.2,,81,,52,,,,2,25,539,3,1
2013,lari,Team Totals,0,5040,64.6,,78,,39,,,,1,37,835,2,1
2014,lkc,Team Totals,0,6362,64.3,,99,,53,,,,1,45,955,0,0
2014,lkc,Opponents Totals,0,4766,62.7,,76,,42,,,,1,31,693,2,0
2014,har,Team Totals,0,5362,63.1,,85,,49,,,,1,312,639,3,0
2014,har,Opponents Totals,1,4607,63.1,,73,,39,,,,0,33,770,1,0
2014,llarm,Team Totals,1,5468,64.3,,85,,37,,,,1,546,1237,1,0
2014,llarm,Opponents Totals,0,5552,63.8,,87,,41,,,,2,41,1082,2,0
2014,min,Team Totals,0,4655,62.9,,74,,21,,,,0,51,1110,1,0
2014,min,Opponents Totals,0,5390,62.7,,86,,25,,,,1,58,1342,3,0
2014,larm,Team Totals,1,5552,62.4,,89,,32,,,,1,54,1249,3,0
2014,larm,Opponents Totals,0,5448,63.3,,86,,48,,,,1,35,758,3,0
2014,bal,Team Totals,0,5316,65.6,,81,,37,,,,0,44,1124,1,0
2014,bal,Opponents Totals,0,5356,64.5,,83,,35,,,,1,45,1241,2,0
2014,lten,Team Totals,0,5704,64.8,,88,,60,,,,1,26,601,2,0
2014,lten,Opponents Totals,1,4928,64.0,,77,,37,,,,0,38,1077,2,1
2014,dul,Team Totals,0,4679,65.9,,71,,40,,,,0,31,695,0,0
2014,dul,Opponents Totals,0,5023,64.4,,78,,40,,,,1,37,801,2,0
2014,atl,Team Totals,0,6335,64.0,,99,,70,,,,0,26,587,3,3
2014,atl,Opponents Totals,0,4959,66.1,,75,,36,,,,0,38,1065,1,0
2014,ham,Team Totals,0,5680,65.3,,87,,40,,,,0,45,1169,2,0
2014,ham,Opponents Totals,0,4437,62.5,,71,,47,,,,0,20,422,4,1
2014,jac,Team Totals,0,3993,61.4,,65,,37,,,,1,22,516,5,2
2014,jac,Opponents Totals,0,6034,64.9,,93,,49,,,,0,43,1033,0,0
2014,lind,Team Totals,1,4086,62.9,,65,,31,,,,0,31,855,3,0
2014,lind,Opponents Totals,0,6126,63.2,,97,,47,,,,0,48,1121,2,2
2014,was,Team Totals,0,6437,65.0,,99,,64,,,,0,35,905,0,0
2014,was,Opponents Totals,0,4905,61.3,,80,,44,,,,0,32,802,4,1
2014,col,Team Totals,0,5156,63.7,,81,,26,,,,0,54,1293,1,0
2014,col,Opponents Totals,1,4523,64.6,,70,,18,,,,0,51,1430,1,0
2014,tol,Team Totals,0,4790,61.4,,78,,10,,,,1,67,1488,0,0
2014,tol,Opponents Totals,0,5314,64.8,,82,,55,,,,0,26,577,0,0
2014,ltb,Team Totals,0,3723,61.0,,61,,34,,,,1,21,683,6,0
2014,ltb,Opponents Totals,0,6275,64.7,,97,,48,,,,0,47,1027,2,0
2014,lmin,Team Totals,0,6232,62.9,,99,,52,,,,0,43,921,3,1
2014,lmin,Opponents Totals,0,4726,63.0,,75,,38,,,,0,33,790,4,1
2014,c-p,Team Totals,0,6401,65.3,,98,,46,,,,0,52,1183,0,0
2014,c-p,Opponents Totals,2,5364,62.4,,86,,51,,,,0,32,874,1,0
2014,chit,Team Totals,0,5056,61.7,,82,,46,,,,1,32,587,3,2
2014,chit,Opponents Totals,0,5639,64.1,,88,,42,,,,1,44,1025,2,0
2014,nyj,Team Totals,1,4483,62.3,,72,,27,,,,0,43,111,1,0
2014,nyj,Opponents Totals,0,5629,62.5,,90,,50,,,,1,36,783,3,2
2014,dal,Team Totals,1,6442,61.9,,104,,41,,,,2,58,1421,4,0
2014,dal,Opponents Totals,0,4551,61.5,,74,,40,,,,2,29,555,3,0
2014,latl,Team Totals,0,4834,64.5,,75,,53,,,,1,20,544,1,0
2014,latl,Opponents Totals,0,4280,65.8,,65,,40,,,,0,25,612,0,0
2014,lbuf,Team Totals,0,4842,62.9,,77,,48,,,,1,28,579,1,0
2014,lbuf,Opponents Totals,0,4754,60.9,,78,,23,,,,1,54,1173,1,0
2014,stl,Team Totals,0,3849,56.6,,68,,25,,,,1,35,614,6,1
2014,stl,Opponents Totals,1,6335,64.6,,98,,43,,,,0,55,1290,0,0
2014,det,Team Totals,0,5196,65.8,,79,,61,,,,0,18,584,0,0
2014,det,Opponents Totals,0,5120,63.2,,81,,43,,,,0,37,805,1,0
2014,lac,Team Totals,0,5258,64.9,,81,,40,,,,0,39,1029,2,0
2014,lac,Opponents Totals,0,5731,62.3,,92,,66,,,,2,21,543,5,0
2014,ton,Team Totals,0,5172,62.3,,83,,46,,,,0,36,820,2,0
2014,ton,Opponents Totals,0,5821,64.7,,90,,39,,,,0,50,1174,1,0
2014,nyb,Team Totals,0,4429,64.2,,69,,31,,,,0,37,868,1,0
2014,nyb,Opponents Totals,0,5542,65.2,,85,,49,,,,0,36,819,1,0
2014,sea,Team Totals,0,5807,65.2,,89,,46,,,,0,43,1035,0,0
2014,sea,Opponents Totals,0,4106,63.2,,65,,24,,,,1,39,820,1,0
2014,dec,Team Totals,0,5054,66.5,,76,,38,,,,0,37,967,1,0
2014,dec,Opponents Totals,0,4607,64.0,,72,,48,,,,0,22,417,2,0
2014,lne,Team Totals,0,4721,64.7,,73,,32,,,,0,40,907,1,0
2014,lne,Opponents Totals,0,4800,63.2,,76,,28,,,,0,45,1104,3,1
2014,lari,Team Totals,1,4892,65.2,,75,,38,,,,1,35,849,2,0
2014,lari,Opponents Totals,0,5318,65.7,,81,,36,,,,0,45,1099,0,0
2015,lkc,Team Totals,0,6284,62.2,,101,,69,,,,1,29,526,3,2
2015,lkc,Opponents Totals,0,4530,60.4,,75,,46,,,,1,25,469,5,1
2015,har,Team Totals,0,5584,64.9,,86,,34,,,,1,49,1168,2,1
2015,har,Opponents Totals,0,4783,61.3,,78,,36,,,,2,37,771,3,1
2015,llarm,Team Totals,0,5235,62.3,,84,,42,,,,1,40,688,2,0
2015,llarm,Opponents Totals,0,5030,62.1,,81,,38,,,,0,41,772,2,0
2015,min,Team Totals,0,4396,61.1,,72,,44,,,,1,23,508,4,1
2015,min,Opponents Totals,0,5338,65.1,,82,,37,,,,1,43,958,1,0
2015,larm,Team Totals,0,5786,65.0,,89,,42,,,,0,46,1041,1,0
2015,larm,Opponents Totals,0,4173,61.4,,68,,30,,,,1,34,700,3,1
2015,bal,Team Totals,0,5964,63.4,,94,,38,,,,1,54,1200,1,0
2015,bal,Opponents Totals,0,4954,65.2,,76,,46,,,,0,29,701,1,0
2015,lten,Team Totals,0,4753,64.2,,74,,63,,,,0,9,229,1,0
2015,lten,Opponents Totals,0,5661,64.3,,88,,53,,,,1,34,657,0,0
2015,dul,Team Totals,0,4459,63.7,,70,,27,,,,1,42,894,0,0
2015,dul,Opponents Totals,0,5881,65.3,,90,,48,,,,0,41,1041,1,0
2015,atl,Team Totals,0,4881,64.2,,76,,33,,,,0,40,977,2,0
2015,atl,Opponents Totals,0,4650,64.6,,72,,53,,,,1,18,430,1,0
2015,ham,Team Totals,0,4832,62.8,,77,,67,,,,0,8,156,3,0
2015,ham,Opponents Totals,0,5750,64.6,,89,,45,,,,1,43,1047,1,0
2015,jac,Team Totals,0,5247,62.5,,84,,55,,,,4,23,553,5,0
2015,jac,Opponents Totals,0,6252,65.1,,96,,65,,,,0,31,721,0,0
2015,lind,Team Totals,0,4272,64.7,,66,,43,,,,1,22,599,1,0
2015,lind,Opponents Totals,0,5952,65.4,,91,,58,,,,0,33,680,0,0
2015,was,Team Totals,0,5109,62.3,,82,,55,,,,0,25,508,3,0
2015,was,Opponents Totals,0,4671,63.1,,74,,45,,,,0,27,588,2,0
2015,col,Team Totals,0,5751,63.9,,90,,40,,,,1,46,1137,2,0
2015,col,Opponents Totals,0,4105,60.4,,68,,28,,,,1,35,791,6,0
2015,tol,Team Totals,1,5098,62.9,,81,,44,,,,1,35,795,2,0
2015,tol,Opponents Totals,0,5892,62.7,,94,,36,,,,2,53,1268,3,0
2015,ltb,Team Totals,0,4839,63.7,,76,,41,,,,0,32,880,3,0
2015,ltb,Opponents Totals,0,5461,62.8,,87,,55,,,,2,28,583,3,0
2015,lmin,Team Totals,2,5288,62.2,,85,,53,,,,1,29,582,4,1
2015,lmin,Opponents Totals,2,5226,63.0,,83,,39,,,,0,40,999,4,1
2015,c-p,Team Totals,0,5000,61.7,,81,,42,,,,2,34,705,3,0
2015,c-p,Opponents Totals,0,5781,62.2,,93,,63,,,,1,27,565,3,1
2015,chit,Team Totals,1,5727,61.6,,93,,37,,,,1,54,1095,2,0
2015,chit,Opponents Totals,1,6075,63.3,,96,,56,,,,1,39,971,2,0
2015,nyj,Team Totals,1,4620,63.3,,73,,49,,,,0,23,549,2,0
2015,nyj,Opponents Totals,0,5316,64.0,,83,,53,,,,1,28,704,1,0
2015,dal,Team Totals,0,5695,65.5,,87,,47,,,,0,40,1043,0,0
2015,dal,Opponents Totals,2,4430,59.9,,74,,26,,,,1,42,1190,6,1
2015,latl,Team Totals,0,5132,63.4,,81,,41,,,,1,37,988,2,1
2015,latl,Opponents Totals,0,4704,62.7,,75,,37,,,,0,36,881,2,0
2015,lbuf,Team Totals,0,4826,62.7,,77,,40,,,,1,32,814,4,1
2015,lbuf,Opponents Totals,0,5765,65.5,,88,,42,,,,0,44,1220,2,1
2015,stl,Team Totals,2,5036,60.7,,83,,39,,,,1,39,983,4,1
2015,stl,Opponents Totals,0,5190,64.9,,80,,46,,,,0,33,892,1,0
2015,det,Team Totals,1,6757,65.6,,103,,69,,,,0,34,905,0,0
2015,det,Opponents Totals,0,4331,61.9,,70,,46,,,,1,22,407,2,0
2015,lac,Team Totals,0,4875,64.1,,76,,52,,,,0,22,599,2,0
2015,lac,Opponents Totals,0,4885,65.1,,75,,48,,,,0,26,667,0,0
2015,ton,Team Totals,0,5311,64.8,,82,,44,,,,0,37,981,1,0
2015,ton,Opponents Totals,0,6037,62.9,,96,,65,,,,1,28,605,3,0
2015,nyb,Team Totals,0,5193,63.3,,82,,44,,,,0,35,882,3,0
2015,nyb,Opponents Totals,0,5907,63.5,,93,,68,,,,1,21,506,3,1
2015,sea,Team Totals,0,6445,65.1,,99,,50,,,,0,49,1191,0,0
2015,sea,Opponents Totals,1,4861,64.0,,76,,40,,,,0,32,770,2,0
2015,dec,Team Totals,1,5930,64.5,,92,,47,,,,1,42,1073,3,0
2015,dec,Opponents Totals,1,4372,64.3,,68,,34,,,,0,34,868,0,0
2015,lne,Team Totals,0,4431,65.2,,68,,41,,,,0,27,605,0,0
2015,lne,Opponents Totals,0,5068,62.6,,81,,43,,,,1,34,830,4,1
2015,lari,Team Totals,0,3975,63.1,,63,,38,,,,0,23,591,2,1
2015,lari,Opponents Totals,0,5690,65.4,,87,,45,,,,0,42,993,0,0
2016,lkc,Team Totals,0,5961,64.1,,93,,52,,,,1,40,771,0,0
2016,lkc,Opponents Totals,0,4057,61.5,,66,,36,,,,0,29,542,2,0
2016,har,Team Totals,0,4768,64.4,,74,,43,,,,0,31,632,0,0
2016,har,Opponents Totals,1,5292,63.0,,84,,47,,,,0,35,879,2,0
2016,llarm,Team Totals,0,5074,60.4,,84,,23,,,,1,46,999,4,1
2016,llarm,Opponents Totals,0,5318,63.3,,84,,44,,,,0,39,829,0,0
2016,min,Team Totals,1,4425,63.2,,70,,39,,,,0,29,665,1,0
2016,min,Opponents Totals,0,5481,63.0,,87,,41,,,,1,43,941,2,0
2016,larm,Team Totals,0,5424,63.1,,86,,52,,,,3,29,717,2,0
2016,larm,Opponents Totals,0,4956,63.5,,78,,48,,,,1,28,603,2,0
2016,bal,Team Totals,0,5137,63.4,,81,,52,,,,1,27,559,1,0
2016,bal,Opponents Totals,0,4423,62.3,,71,,39,,,,2,28,636,2,0
2016,lten,Team Totals,0,4854,63.0,,77,,37,,,,0,40,891,1,0
2016,lten,Opponents Totals,0,4839,63.7,,76,,35,,,,1,39,1003,1,0
2016,dul,Team Totals,0,4100,62.1,,66,,38,,,,2,24,510,3,1
2016,dul,Opponents Totals,0,5499,63.9,,86,,52,,,,0,34,634,0,0
2016,atl,Team Totals,1,4590,60.4,,76,,23,,,,1,48,1135,4,1
2016,atl,Opponents Totals,0,4816,62.5,,77,,44,,,,1,30,557,2,0
2016,ham,Team Totals,0,5176,62.4,,83,,58,,,,2,21,462,3,0
2016,ham,Opponents Totals,0,5057,58.8,,86,,45,,,,3,33,629,7,3
2016,jac,Team Totals,0,5697,64.0,,89,,49,,,,0,39,825,1,1
2016,jac,Opponents Totals,1,5657,62.2,,91,,57,,,,1,32,804,2,0
2016,lind,Team Totals,0,4727,61.4,,77,,60,,,,2,13,273,4,0
