Year,Team,Totals,1st,2nd,3rd,4th,YDS,TOP,Rushing,Passing,Penalty,3RD DOWN EFFICIENCY,4TH DOWN EFFICIENCY,PEN,OT
2010,ham,Team Totals,43,129,86,95,,,,,,,,,0
2010,ham,Opponents Totals,88,92,102,134,,,,,,,,,3
2010,jac,Team Totals,53,98,108,128,,,,,,,,,3
2010,jac,Opponents Totals,96,139,75,111,,,,,,,,,6
2010,lind,Team Totals,79,92,83,102,,,,,,,,,0
2010,lind,Opponents Totals,65,130,65,76,,,,,,,,,3
2010,was,Team Totals,55,137,77,94,,,,,,,,,3
2010,was,Opponents Totals,57,88,72,106,,,,,,,,,3
2010,col,Team Totals,76,128,107,103,,,,,,,,,
2010,col,Opponents Totals,96,94,31,101,,,,,,,,,
2010,tol,Team Totals,117,90,78,122,,,,,,,,,3
2010,tol,Opponents Totals,68,112,99,92,,,,,,,,,0
2010,ltb,Team Totals,69,77,78,120,,,,,,,,,
2010,ltb,Opponents Totals,85,143,104,139,,,,,,,,,
2010,lmin,Team Totals,110,123,68,138,,,,,,,,,
2010,lmin,Opponents Totals,59,128,78,112,,,,,,,,,
2010,c-p,Team Totals,89,133,102,70,,,,,,,,,
2010,c-p,Opponents Totals,67,99,64,117,,,,,,,,,
2010,chit,Team Totals,70,104,106,111,,,,,,,,,3
2010,chit,Opponents Totals,85,130,95,126,,,,,,,,,0
2010,nyj,Team Totals,61,97,51,84,,,,,,,,,9
2010,nyj,Opponents Totals,104,94,101,75,,,,,,,,,3
2010,dal,Team Totals,88,95,84,67,,,,,,,,,
2010,dal,Opponents Totals,68,111,54,53,,,,,,,,,
2010,latl,Team Totals,74,120,110,84,,,,,,,,,0
2010,latl,Opponents Totals,33,92,36,73,,,,,,,,,6
2010,lbuf,Team Totals,62,118,62,117,,,,,,,,,3
2010,lbuf,Opponents Totals,54,127,86,99,,,,,,,,,3
2010,stl,Team Totals,51,81,85,61,,,,,,,,,3
2010,stl,Opponents Totals,69,106,98,75,,,,,,,,,0
2010,det,Team Totals,69,148,83,111,,,,,,,,,3
2010,det,Opponents Totals,75,55,83,69,,,,,,,,,6
2010,lac,Team Totals,112,93,74,105,,,,,,,,,0
2010,lac,Opponents Totals,33,112,53,106,,,,,,,,,3
2010,ton,Team Totals,43,127,70,101,,,,,,,,,0
2010,ton,Opponents Totals,73,126,53,63,,,,,,,,,3
2010,nyb,Team Totals,35,67,52,42,,,,,,,,,
2010,nyb,Opponents Totals,114,111,74,109,,,,,,,,,
2010,sea,Team Totals,55,73,86,96,,,,,,,,,
2010,sea,Opponents Totals,89,141,93,84,,,,,,,,,
2010,dec,Team Totals,69,104,51,65,,,,,,,,,0
2010,dec,Opponents Totals,53,113,53,106,,,,,,,,,3
2010,lne,Team Totals,75,79,51,97,,,,,,,,,3
2010,lne,Opponents Totals,51,105,93,97,,,,,,,,,0
2010,lari,Team Totals,53,98,44,94,,,,,,,,,0
2010,lari,Opponents Totals,87,149,102,93,,,,,,,,,3
2011,lkc,Team Totals,82,148,141,142,,,,,,,,,
2011,lkc,Opponents Totals,87,83,50,122,,,,,,,,,
2011,har,Team Totals,61,123,75,118,,,,,,,,,
2011,har,Opponents Totals,94,90,69,100,,,,,,,,,
2011,llarm,Team Totals,84,86,91,68,,,,,,,,,0
2011,llarm,Opponents Totals,53,87,50,120,,,,,,,,,3
2011,min,Team Totals,87,96,78,111,,,,,,,,,
2011,min,Opponents Totals,76,140,109,109,,,,,,,,,
2011,larm,Team Totals,95,110,78,95,,,,,,,,,
2011,larm,Opponents Totals,43,86,71,66,,,,,,,,,
2011,bal,Team Totals,69,121,63,72,,,,,,,,,
2011,bal,Opponents Totals,43,71,56,57,,,,,,,,,
2011,lten,Team Totals,83,59,86,116,,,,,,,,,
2011,lten,Opponents Totals,51,132,50,90,,,,,,,,,
2011,dul,Team Totals,26,83,35,74,,,,,,,,,0
2011,dul,Opponents Totals,82,94,62,66,,,,,,,,,3
2011,atl,Team Totals,110,107,63,101,,,,,,,,,
2011,atl,Opponents Totals,39,78,56,105,,,,,,,,,
2011,ham,Team Totals,57,110,67,91,,,,,,,,,
2011,ham,Opponents Totals,64,79,74,100,,,,,,,,,
2011,jac,Team Totals,44,100,33,66,,,,,,,,,
2011,jac,Opponents Totals,83,103,64,79,,,,,,,,,
2011,lind,Team Totals,19,89,36,99,,,,,,,,,
2011,lind,Opponents Totals,108,129,92,101,,,,,,,,,
2011,was,Team Totals,74,33,75,118,,,,,,,,,9
2011,was,Opponents Totals,52,154,91,93,,,,,,,,,0
2011,col,Team Totals,81,124,116,85,,,,,,,,,0
2011,col,Opponents Totals,89,118,67,97,,,,,,,,,6
2011,tol,Team Totals,56,137,66,97,,,,,,,,,3
2011,tol,Opponents Totals,92,92,114,134,,,,,,,,,9
2011,ltb,Team Totals,58,40,43,68,,,,,,,,,3
2011,ltb,Opponents Totals,59,106,95,75,,,,,,,,,3
2011,lmin,Team Totals,70,108,59,157,,,,,,,,,
2011,lmin,Opponents Totals,71,115,79,135,,,,,,,,,
2011,c-p,Team Totals,76,165,74,181,,,,,,,,,
2011,c-p,Opponents Totals,63,90,64,111,,,,,,,,,
2011,chit,Team Totals,72,110,62,119,,,,,,,,,6
2011,chit,Opponents Totals,51,112,75,103,,,,,,,,,6
2011,nyj,Team Totals,43,103,60,82,,,,,,,,,0
2011,nyj,Opponents Totals,75,90,73,126,,,,,,,,,3
2011,dal,Team Totals,132,154,150,124,,,,,,,,,
2011,dal,Opponents Totals,66,97,66,130,,,,,,,,,
2011,latl,Team Totals,80,125,125,141,,,,,,,,,3
2011,latl,Opponents Totals,86,145,74,82,,,,,,,,,0
2011,lbuf,Team Totals,77,128,82,66,,,,,,,,,0
2011,lbuf,Opponents Totals,51,99,95,93,,,,,,,,,3
2011,stl,Team Totals,104,91,61,84,,,,,,,,,0
2011,stl,Opponents Totals,92,121,132,101,,,,,,,,,3
2011,det,Team Totals,99,166,126,153,,,,,,,,,3
2011,det,Opponents Totals,70,113,67,89,,,,,,,,,0
2011,lac,Team Totals,120,115,74,93,,,,,,,,,0
2011,lac,Opponents Totals,39,110,127,71,,,,,,,,,3
2011,ton,Team Totals,92,148,83,83,,,,,,,,,
2011,ton,Opponents Totals,79,117,90,143,,,,,,,,,
2011,nyb,Team Totals,34,96,65,92,,,,,,,,,
2011,nyb,Opponents Totals,126,178,86,104,,,,,,,,,0
2011,sea,Team Totals,45,125,101,109,,,,,,,,,0
2011,sea,Opponents Totals,43,42,40,101,,,,,,,,,3
2011,dec,Team Totals,36,68,79,111,,,,,,,,,18
2011,dec,Opponents Totals,81,107,85,75,,,,,,,,,0
2011,lne,Team Totals,77,228,7,15,,,,,,,,,0
2011,lne,Opponents Totals,62,103,40,107,,,,,,,,,3
2011,lari,Team Totals,37,58,37,61,,,,,,,,,0
2011,lari,Opponents Totals,94,103,100,104,,,,,,,,,6
2012,lkc,Team Totals,,,,,97,30:41,444,151,256,37,110/226 48.7%,8/12 66.7%,
2012,lkc,Opponents Totals,,,,,101,29:19,340,100,207,33,82/205 40.0%,9/23 39.1%,
2012,har,Team Totals,,,,,82,28:32,288,93,158,37,78/207 37.7%,5/15 33.3%,
2012,har,Opponents Totals,,,,,121,31:28,320,79,215,26,87/238 36.6%,12/17 70.6%,
2012,llarm,Team Totals,,,,,83,29:55,299,102,162,35,80/217 36.9%,7/14 50.0%,
2012,llarm,Opponents Totals,,,,,109,30:05,293,96,161,36,84/226 37.2%,12/15 80.0%,
2012,min,Team Totals,,,,,104,30:04,301,103,176,22,77/198 38.9%,5/8 62.5%,
2012,min,Opponents Totals,,,,,80,29:56,349,136,182,31,92/209 44.0%,6/12 50.0%,
2012,larm,Team Totals,,,,,121,28:09,314,98,182,34,80/217 36.9%,6/14 42.9%,
2012,larm,Opponents Totals,,,,,107,31:51,326,105,187,34,83/232 35.8%,6/12 50.0%,
2012,bal,Team Totals,,,,,99,30:26,292,95,173,24,74/217 34.1%,11/16 68.8%,
2012,bal,Opponents Totals,,,,,90,29:34,307,99,183,25,79/219 36.1%,5/12 41.7%,
2012,lten,Team Totals,,,,,92,32:07,307,80,202,25,94/224 42.0%,6/13 46.2%,
2012,lten,Opponents Totals,,,,,100,27:53,273,78,169,26,73/206 35.4%,8/11 72.7%,
2012,dul,Team Totals,,,,,113,27:59,279,71,185,23,67/218 30.7%,7/16 43.8%,
2012,dul,Opponents Totals,,,,,120,32:01,345,104,203,38,85/223 38.1%,7/11 63.6%,
2012,atl,Team Totals,,,,,108,32:53,341,114,205,22,83/221 37.6%,4/7 57.1%,
2012,atl,Opponents Totals,,,,,90,27:07,292,94,167,31,71/215 33.0%,5/16 31.3%,
2012,ham,Team Totals,,,,,94,30:36,360,110,208,42,98/229 42.8%,7/8 87.5%,
2012,ham,Opponents Totals,,,,,128,29:24,325,102,190,33,75/197 38.1%,3/7 42.9%,
2012,jac,Team Totals,,,,,106,27:18,260,70,166,24,83/217 38.2%,5/15 33.3%,
2012,jac,Opponents Totals,,,,,86,32:42,358,122,210,26,85/214 39.7%,6/14 42.9%,
2012,lind,Team Totals,,,,,101,27:29,269,76,157,36,101/955 10.6%,8/26 30.8%,
2012,lind,Opponents Totals,,,,,101,32:31,364,133,194,37,89/215 41.4%,4/9 44.4%,
2012,was,Team Totals,,,,,100,31:16,380,112,232,36,96/213 45.1%,3/5 60.0%,
2012,was,Opponents Totals,,,,,123,28:44,287,73,183,31,66/216 30.6%,7/18 38.9%,
2012,col,Team Totals,,,,,103,31:10,293,81,184,28,82/217 37.8%,6/11 54.5%,
2012,col,Opponents Totals,,,,,102,28:50,316,85,201,30,90/214 42.1%,4/10 40.0%,
2012,tol,Team Totals,,,,,108,29:27,300,72,200,28,77/220 35.0%,4/16 25.0%,
2012,tol,Opponents Totals,,,,,101,30:33,304,95,180,29,83/212 39.2%,8/14 57.1%,
2012,ltb,Team Totals,,,,,92,30:02,286,118,144,24,70/212 33.0%,7/15 46.7%,
2012,ltb,Opponents Totals,,,,,81,29:58,301,106,176,19,79/202 39.1%,3/4 75.0%,
2012,lmin,Team Totals,,,,,116,31:05,341,144,171,26,68/190 35.8%,12/17 70.6%,
2012,lmin,Opponents Totals,,,,,100,28:55,340,89,223,28,95/215 44.2%,8/14 57.1%,
2012,c-p,Team Totals,,,,,72,29:10,327,103,187,37,78/192 40.6%,5/10 50.0%,
2012,c-p,Opponents Totals,,,,,102,30:50,317,104,196,17,84/198 42.4%,10/21 47.6%,
2012,chit,Team Totals,,,,,117,30:33,338,76,237,25,93/212 43.9%,8/11 72.7%,
2012,chit,Opponents Totals,,,,,89,29:27,317,92,195,30,81/202 40.1%,6/11 54.5%,
2012,nyj,Team Totals,,,,,98,29:36,332,111,190,31,83/222 37.4%,14/24 58.3%,
2012,nyj,Opponents Totals,,,,,118,30:24,317,108,178,31,83/203 40.9%,2/10 20.0%,
2012,dal,Team Totals,,,,,103,30:26,341,85,213,43,90/213 42.3%,7/13 53.8%,
2012,dal,Opponents Totals,,,,,123,29:34,308,83,191,34,83/218 38.1%,9/23 39.1%,
2012,latl,Team Totals,,,,,90,28:36,306,113,163,30,78/210 37.1%,7/11 63.6%,
2012,latl,Opponents Totals,,,,,111,31:24,345,82,229,34,95/230 41.3%,11/20 55.0%,
2012,lbuf,Team Totals,,,,,102,31:33,292,99,163,30,80/219 36.5%,5/13 38.5%,
2012,lbuf,Opponents Totals,,,,,78,28:27,286,75,186,25,78/220 35.5%,10/16 62.5%,
2012,stl,Team Totals,,,,,103,31:16,382,84,272,26,97/228 42.5%,6/15 40.0%,
2012,stl,Opponents Totals,,,,,93,28:44,305,107,167,31,76/208 36.5%,5/6 83.3%,
2012,det,Team Totals,,,,,55,30:52,342,70,246,26,92/204 45.1%,2/8 25.0%,
2012,det,Opponents Totals,,,,,83,29:08,298,99,189,10,81/200 40.5%,6/13 46.2%,
2012,lac,Team Totals,,,,,98,29:43,328,123,171,34,88/204 43.1%,3/9 33.3%,
2012,lac,Opponents Totals,,,,,86,30:17,326,98,196,32,73/202 36.1%,10/19 52.6%,
2012,ton,Team Totals,,,,,104,28:36,352,64,267,21,91/207 44.0%,8/14 57.1%,
2012,ton,Opponents Totals,,,,,102,31:24,380,116,236,28,80/208 38.5%,10/19 52.6%,
2012,nyb,Team Totals,,,,,101,30:11,301,89,188,24,76/212 35.8%,7/17 41.2%,
2012,nyb,Opponents Totals,,,,,103,29:49,329,75,226,28,88/219 40.2%,6/14 42.9%,
2012,sea,Team Totals,,,,,109,30:49,322,128,172,22,68/194 35.1%,8/12 66.7%,
2012,sea,Opponents Totals,,,,,93,29:11,284,72,178,34,71/215 33.0%,14/25 56.0%,
2012,dec,Team Totals,,,,,110,31:36,311,129,153,29,80/199 40.2%,11/18 61.1%,
2012,dec,Opponents Totals,,,,,102,28:24,295,80,186,29,76/198 38.4%,3/10 30.0%,
2012,lne,Team Totals,,,,,130,28:54,287,79,189,19,67/209 32.1%,13/24 54.2%,
2012,lne,Opponents Totals,,,,,90,31:06,327,107,197,23,80/213 37.6%,6/16 37.5%,
2012,lari,Team Totals,,,,,102,29:01,246,58,168,20,58/230 25.2%,10/24 41.7%,
2012,lari,Opponents Totals,,,,,100,30:59,288,107,160,21,73/222 32.9%,4/9 44.4%,
2013,lkc,Team Totals,,,,,69,29:38,378,110,225,43,83/221 37.6%,7/15 46.7%,
2013,lkc,Opponents Totals,,,,,110,30:22,338,110,208,20,98/232 42.2%,4/21 19.0%,
2013,har,Team Totals,,,,,108,29:55,280,105,154,21,90/231 39.0%,1/8 12.5%,
2013,har,Opponents Totals,,,,,92,30:05,293,68,198,27,85/231 36.8%,7/18 38.9%,
2013,llarm,Team Totals,,,,,70,28:27,278,61,205,12,76/217 35.0%,3/12 25.0%,
2013,llarm,Opponents Totals,,,,,95,31:33,327,114,192,21,91/238 38.2%,8/15 53.3%,
2013,min,Team Totals,,,,,110,28:23,301,113,149,39,83/244 34.0%,4/14 28.6%,
2013,min,Opponents Totals,,,,,108,31:37,308,98,170,40,91/245 37.1%,4/10 40.0%,
2013,larm,Team Totals,,,,,102,31:58,330,101,205,24,92/225 40.9%,12/21 57.1%,
2013,larm,Opponents Totals,,,,,69,28:02,282,72,178,32,74/225 32.9%,5/16 31.3%,
2013,bal,Team Totals,,,,,80,30:53,312,81,207,24,82/216 38.0%,9/15 60.0%,
2013,bal,Opponents Totals,,,,,92,29:07,303,106,174,23,91/230 39.6%,9/20 45.0%,
2013,lten,Team Totals,,,,,112,30:09,295,68,189,38,92/253 36.4%,6/16 37.5%,
2013,lten,Opponents Totals,,,,,126,30:09,284,79,176,29,78/233 33.5%,8/14 57.1%,
2013,dul,Team Totals,,,,,104,28:41,301,77,200,24,83/237 35.0%,14/31 45.2%,
2013,dul,Opponents Totals,,,,,95,31:19,328,103,197,28,109/244 44.7%,4/9 44.4%,
2013,atl,Team Totals,,,,,66,29:41,318,88,191,39,80/213 37.6%,3/10 30.0%,
2013,atl,Opponents Totals,,,,,112,30:19,319,101,191,27,79/210 37.6%,10/19 52.6%,
2013,ham,Team Totals,,,,,101,30:00,311,103,172,36,94/227 41.4%,11/17 64.7%,
2013,ham,Opponents Totals,,,,,95,30:00,329,108,191,30,69/201 34.3%,7/11 63.6%,
2013,jac,Team Totals,,,,,96,27:22,271,71,176,24,70/225 31.1%,13/30 43.3%,
2013,jac,Opponents Totals,,,,,87,32:38,353,121,200,32,96/226 42.5%,9/12 75.0%,
2013,lind,Team Totals,,,,,112,31:00,307,90,198,19,83/231 35.9%,6/17 35.3%,
2013,lind,Opponents Totals,,,,,103,29:00,282,88,158,36,75/217 34.6%,3/8 37.5%,
2013,was,Team Totals,,,,,117,30:06,435,107,293,35,95/205 46.3%,8/9 88.9%,
2013,was,Opponents Totals,,,,,97,29:54,339,90,208,41,83/218 38.1%,4/15 26.7%,
2013,col,Team Totals,,,,,101,30:43,323,110,179,34,74/213 34.7%,4/11 36.4%,
2013,col,Opponents Totals,,,,,112,29:17,303,88,189,26,78/229 34.1%,9/18 50.0%,
2013,tol,Team Totals,,,,,95,32:59,373,104,230,39,101/206 49.0%,5/6 83.3%,
2013,tol,Opponents Totals,,,,,100,27:01,327,98,208,21,70/180 38.9%,6/13 46.2%,
2013,ltb,Team Totals,,,,,116,29:54,275,90,168,17,78/223 35.0%,7/12 58.3%,
2013,ltb,Opponents Totals,,,,,87,30:06,330,100,202,28,91/211 43.1%,2/6 33.3%,
2013,lmin,Team Totals,,,,,95,26:24,355,133,197,25,83/213 39.0%,7/14 50.0%,
2013,lmin,Opponents Totals,,,,,106,33:36,368,100,239,29,93/231 40.3%,8/20 40.0%,
2013,c-p,Team Totals,,,,,102,29:02,325,80,213,32,63/180 35.0%,4/6 66.7%,
2013,c-p,Opponents Totals,,,,,112,30:58,388,122,231,35,91/210 43.3%,9/18 50.0%,
2013,chit,Team Totals,,,,,91,29:03,280,77,176,27,69/211 32.7%,6/12 50.0%,
2013,chit,Opponents Totals,,,,,105,30:57,327,101,198,28,93/232 40.1%,4/15 26.7%,
2013,nyj,Team Totals,,,,,99,30:42,329,112,198,19,95/235 40.4%,6/20 30.0%,
2013,nyj,Opponents Totals,,,,,83,29:18,329,102,204,23,66/194 34.0%,12/17 70.6%,
2013,dal,Team Totals,,,,,86,30:24,351,119,201,31,89/216 41.2%,9/13 69.2%,
2013,dal,Opponents Totals,,,,,99,29:36,330,116,190,24,78/204 38.2%,10/17 58.8%,
2013,latl,Team Totals,,,,,85,30:25,344,102,215,27,83/197 42.1%,8/13 61.5%,
2013,latl,Opponents Totals,,,,,69,29:35,353,147,184,22,83/200 41.5%,12/16 75.0%,
2013,lbuf,Team Totals,,,,,110,32:07,350,106,221,23,95/221 43.0%,5/14 35.7%,
2013,lbuf,Opponents Totals,,,,,87,27:53,290,62,197,31,64/211 30.3%,9/12 75.0%,
2013,stl,Team Totals,,,,,70,27:39,309,106,173,30,78/214 36.4%,10/19 52.6%,
2013,stl,Opponents Totals,,,,,100,32:21,368,101,247,20,102/231 44.2%,11/18 61.1%,
2013,det,Team Totals,,,,,80,31:54,319,122,169,28,91/208 43.8%,10/13 76.9%,
2013,det,Opponents Totals,,,,,84,28:06,278,70,178,30,76/212 35.8%,3/11 27.3%,
2013,lac,Team Totals,,,,,95,32:41,359,87,244,28,97/221 43.9%,9/19 47.4%,
2013,lac,Opponents Totals,,,,,91,27:19,274,82,168,24,69/199 34.7%,4/12 33.3%,
2013,ton,Team Totals,,,,,91,30:15,330,64,227,39,89/207 43.0%,6/14 42.9%,
2013,ton,Opponents Totals,,,,,104,29:45,326,102,196,28,96/209 45.9%,7/11 63.6%,
2013,nyb,Team Totals,,,,,121,29:24,269,75,157,37,69/221 31.2%,8/22 36.4%,
2013,nyb,Opponents Totals,,,,,105,30:36,324,95,190,39,80/204 39.2%,8/14 57.1%,
2013,sea,Team Totals,,,,,128,29:57,307,116,160,31,76/204 37.3%,6/11 54.5%,
2013,sea,Opponents Totals,,,,,98,30:03,282,83,156,43,76/216 35.2%,4/11 36.4%,
2013,dec,Team Totals,,,,,103,30:35,286,115,148,23,77/211 36.5%,7/11 63.6%,
2013,dec,Opponents Totals,,,,,96,29:26,284,77,181,26,76/223 34.1%,10/23 43.5%,
2013,lne,Team Totals,,,,,97,30:51,329,84,205,40,74/210 35.2%,5/9 55.6%,
2013,lne,Opponents Totals,,,,,111,29:09,309,68,208,33,78/221 35.3%,6/16 37.5%,
2013,lari,Team Totals,,,,,123,29:05,282,82,165,35,73/212 34.4%,6/18 33.3%,
2013,lari,Opponents Totals,,,,,105,30:55,337,87,203,47,78/201 38.8%,9/16 56.3%,
2014,lkc,Team Totals,,,,,120,29:37,361,96,228,37,98/221 44.3%,7/13 53.8%,
2014,lkc,Opponents Totals,,,,,92,30:23,329,88,196,45,84/209 40.2%,8/23 34.8%,
2014,har,Team Totals,,,,,124,29:35,273,65,186,22,84/229 36.7%,6/14 42.9%,
2014,har,Opponents Totals,,,,,104,30:25,302,89,171,42,73/220 33.2%,5/11 45.5%,
2014,llarm,Team Totals,,,,,81,30:08,361,99,226,36,80/200 40.0%,7/19 36.8%,
2014,llarm,Opponents Totals,,,,,105,29:52,309,99,194,16,98/223 43.9%,13/22 59.1%,
2014,min,Team Totals,,,,,109,30:52,289,112,154,23,91/234 38.9%,9/16 56.3%,
2014,min,Opponents Totals,,,,,91,29:08,300,74,194,32,99/219 45.2%,0/4 0.0%,
2014,larm,Team Totals,,,,,103,32:24,379,98,243,38,93/208 44.7%,5/10 50.0%,
2014,larm,Opponents Totals,,,,,97,27:36,314,88,193,33,71/189 37.6%,10/14 71.4%,
2014,bal,Team Totals,,,,,102,30:04,313,122,164,27,84/211 39.8%,7/13 53.8%,
2014,bal,Opponents Totals,,,,,105,29:56,337,105,197,35,79/215 36.7%,10/19 52.6%,
2014,lten,Team Totals,,,,,111,29:40,345,113,194,38,84/205 41.0%,9/18 50.0%,
2014,lten,Opponents Totals,,,,,110,30:20,311,75,205,31,89/221 40.3%,5/14 35.7%,
2014,dul,Team Totals,,,,,116,28:13,294,88,179,27,61/207 29.5%,5/14 35.7%,
2014,dul,Opponents Totals,,,,,98,31:47,348,126,184,38,90/239 37.7%,11/18 61.1%,
2014,atl,Team Totals,,,,,105,31:54,371,80,251,40,89/217 41.0%,6/15 40.0%,
2014,atl,Opponents Totals,,,,,101,28:06,309,103,175,31,67/201 33.3%,4/17 23.5%,
2014,ham,Team Totals,,,,,94,30:53,313,108,171,34,91/235 38.7%,10/17 58.8%,
2014,ham,Opponents Totals,,,,,99,29:07,329,89,206,34,74/218 33.9%,6/17 35.3%,
2014,jac,Team Totals,,,,,73,27:11,271,86,154,31,69/216 31.9%,7/19 36.8%,
2014,jac,Opponents Totals,,,,,115,32:49,330,107,200,23,101/236 42.8%,4/10 40.0%,
2014,lind,Team Totals,,,,,111,27:31,258,75,159,24,59/196 30.1%,6/17 35.3%,
2014,lind,Opponents Totals,,,,,93,32:29,357,119,211,27,94/227 41.4%,5/11 45.5%,
2014,was,Team Totals,,,,,120,30:35,360,98,227,35,94/213 44.1%,6/13 46.2%,
2014,was,Opponents Totals,,,,,103,29:25,311,60,219,32,81/222 36.5%,10/17 58.8%,
2014,col,Team Totals,,,,,88,30:00,309,92,184,33,80/201 39.8%,5/12 41.7%,
2014,col,Opponents Totals,,,,,107,30:00,310,108,184,18,79/216 36.6%,8/21 38.1%,
2014,tol,Team Totals,,,,,111,30:49,326,75,214,37,97/215 45.1%,5/11 45.5%,
2014,tol,Opponents Totals,,,,,129,29:11,307,98,168,41,89/207 43.0%,2/10 20.0%,
2014,ltb,Team Totals,,,,,116,28:20,248,56,173,19,80/236 33.9%,9/15 60.0%,
2014,ltb,Opponents Totals,,,,,116,31:40,320,95,190,35,85/221 38.5%,4/9 44.4%,
2014,lmin,Team Totals,,,,,105,32:22,342,106,205,31,95/201 47.3%,3/6 50.0%,
2014,lmin,Opponents Totals,,,,,104,27:38,315,86,195,34,89/204 43.6%,10/20 50.0%,
2014,c-p,Team Totals,,,,,115,26:40,356,109,218,29,103/237 43.5%,7/11 63.6%,
2014,c-p,Opponents Totals,,,,,121,33:20,338,88,211,39,88/232 37.9%,3/12 25.0%,
2014,chit,Team Totals,,,,,101,30:44,336,83,218,35,101/235 43.0%,5/16 31.3%,
2014,chit,Opponents Totals,,,,,105,29:16,326,112,187,27,72/200 36.0%,4/10 40.0%,
2014,nyj,Team Totals,,,,,120,30:34,318,88,186,44,62/197 31.5%,4/16 25.0%,
2014,nyj,Opponents Totals,,,,,144,29:26,307,77,195,35,89/207 43.0%,5/9 55.6%,
2014,dal,Team Totals,,,,,92,30:32,356,104,222,30,93/197 47.2%,4/10 40.0%,
2014,dal,Opponents Totals,,,,,104,29:28,339,116,196,27,83/206 40.3%,15/28 53.6%,
2014,latl,Team Totals,,,,,118,31:41,310,72,210,28,86/223 38.6%,10/20 50.0%,
2014,latl,Opponents Totals,,,,,99,28:19,310,59,209,42,77/207 37.2%,6/15 40.0%,
2014,lbuf,Team Totals,,,,,100,28:43,288,90,171,27,82/211 38.9%,6/12 50.0%,
2014,lbuf,Opponents Totals,,,,,112,31:17,321,100,189,32,90/217 41.5%,9/14 64.3%,
2014,stl,Team Totals,,,,,113,30:03,322,91,194,37,78/207 37.7%,13/28 46.4%,
2014,stl,Opponents Totals,,,,,106,29:57,325,78,227,20,85/201 42.3%,12/19 63.2%,
2014,det,Team Totals,,,,,83,31:47,347,117,199,31,93/222 41.9%,6/10 60.0%,
2014,det,Opponents Totals,,,,,97,28:13,309,91,193,25,89/210 42.4%,5/11 45.5%,
2014,lac,Team Totals,,,,,80,30:03,395,101,258,36,98/203 48.3%,8/15 53.3%,
2014,lac,Opponents Totals,,,,,105,29:57,345,111,205,29,99/215 46.0%,4/8 50.0%,
2014,ton,Team Totals,,,,,97,29:25,330,75,233,22,93/210 44.3%,8/16 50.0%,
2014,ton,Opponents Totals,,,,,91,30:35,358,108,224,26,95/203 46.8%,4/8 50.0%,
2014,nyb,Team Totals,,,,,118,27:07,263,72,162,29,76/203 37.4%,4/12 33.3%,
2014,nyb,Opponents Totals,,,,,106,32:53,353,102,223,27,93/213 43.7%,5/9 55.6%,
2014,sea,Team Totals,,,,,130,32:11,328,144,160,24,90/212 42.5%,3/11 27.3%,
2014,sea,Opponents Totals,,,,,70,27:49,277,70,175,32,75/202 37.1%,8/14 57.1%,
2014,dec,Team Totals,,,,,91,29:48,302,67,191,44,90/224 40.2%,3/4 75.0%,
2014,dec,Opponents Totals,,,,,130,30:12,300,77,195,28,81/215 37.7%,5/13 38.5%,
2014,lne,Team Totals,,,,,116,31:16,303,104,165,34,86/213 40.4%,10/18 55.6%,
2014,lne,Opponents Totals,,,,,122,28:44,308,83,188,37,88/203 43.3%,7/14 50.0%,
2014,lari,Team Totals,,,,,123,29:13,288,79,189,20,68/192 35.4%,4/10 40.0%,
2014,lari,Opponents Totals,,,,,105,30:47,301,83,189,29,82/213 38.5%,0/10 0.0%,
2015,lkc,Team Totals,,,,,96,30:08,347,87,229,31,88/215 40.9%,9/15 60.0%,
2015,lkc,Opponents Totals,,,,,112,29:52,303,77,204,22,84/225 37.3%,8/18 44.4%,
2015,har,Team Totals,,,,,96,30:59,329,99,210,20,93/229 40.6%,6/14 42.9%,
2015,har,Opponents Totals,,,,,90,29:01,271,62,185,24,77/232 33.2%,13/23 56.5%,
2015,llarm,Team Totals,,,,,143,31:18,297,122,155,20,86/227 37.9%,7/16 43.8%,
2015,llarm,Opponents Totals,,,,,113,28:42,321,87,197,38,85/210 40.5%,3/13 23.1%,
2015,min,Team Totals,,,,,134,27:22,291,72,194,25,63/205 30.7%,8/22 36.4%,
2015,min,Opponents Totals,,,,,121,32:38,351,112,203,36,96/221 43.4%,4/12 33.3%,
2015,larm,Team Totals,,,,,111,30:41,324,99,191,34,81/201 40.3%,7/12 58.3%,
2015,larm,Opponents Totals,,,,,116,29:19,307,74,202,31,86/218 39.4%,9/20 45.0%,
2015,bal,Team Totals,,,,,94,29:24,331,91,207,33,75/193 38.9%,4/12 33.3%,
2015,bal,Opponents Totals,,,,,121,30:36,327,71,231,25,90/225 40.0%,7/24 29.2%,
2015,lten,Team Totals,,,,,122,29:58,323,89,211,23,85/226 37.6%,12/24 50.0%,
2015,lten,Opponents Totals,,,,,103,30:02,311,80,189,42,86/216 39.8%,4/9 44.4%,
2015,dul,Team Totals,,,,,120,30:26,307,81,192,34,95/227 41.9%,10/24 41.7%,
2015,dul,Opponents Totals,,,,,108,29:34,321,104,186,31,81/203 39.9%,10/15 66.7%,
2015,atl,Team Totals,,,,,107,30:48,335,90,210,35,96/249 38.6%,6/19 31.6%,
2015,atl,Opponents Totals,,,,,116,29:12,281,79,173,29,61/214 28.5%,7/12 58.3%,
